character,scene,dialogue
Town,6184644/e 8675611/O Haley/A haleyCakewalk2/t 600 1500/w sunny/i 220," Haley ""Hey! Oh, good, you brought the cake!... Haley ""Seems really moist. Thanks, @. Haley ""It's a pretty good turnout, huh? Marnie ""Um... Haley? When do we stop? M... My legs... Haley ""Whoops! Forgot to blow the whistle. Haley ""Alright! Everyone should be standing on a numbered square. Emily ""I am! Pam ""That' Haley ""Your number determines which cake you win! Okay, let's see who gets what... Haley ""Okay, Let's see here... Caroline, what number are you? Okay... you've won... Mayor Lewis' cave carrot loaf... with extra fiber! Caroline ""Oh, Haley ""Emily, you've got... Pam's chocolate stout cupcakes, with aged bourbon buttercream. Gus ""Nice! Pam ""You're in for a treat, kid. Haley ""Next... Jas, you've got... Clint's wild horseradish cobbler. Clint ""It's an old family recipe. I baked it right in the smelting oven. Oh, um... I may have burnt the bottom a little, so... uh... you might have to peel off a layer of charred matter. But the rest is totally edible. Haley ""Uh, Okay... Next up is Vincent. We've got... Robin's Triple syrup n' cream strawberry sugar log! Jodi ""Oh no... Haley ""Next up, Jodi. You're gonna take home... Emily's organic red velvet cake... colored with beets! Jodi ""Yum! Haley ""...and last, but not least: Pam! You're the lucky winner of my husband's deluxe chocolate cake.^...and last, but not least: Pam! You're the lucky winner of my wife's deluxe chocolate cake. Pam ""Thanks, Haley ""Thanks everyone for joining in. We raised over 5,000g! George ""What's the money for, anyway? You buyin' a new purse? Haley ""Actually... it's for Penny. Haley ""Penny, the other day I overheard you talking with Jas and Vincent about their school books. It sounded like you could use some help... Penny ""New books! Penny ""Did you hear that, kids? You're getting brand new school books! Penny ""I don't know what to say... Thank you so much. ...to both of you! Robin ""Hey Lewis... since we're funding education without touching the town's coffers, you'll be lowering our business tax, right? dialogue Haley ""It was a big success! Thanks for helping out, honey."""
Town,15389722/j 57," Lewis ""Ah, hello there, @. You showed up at the perfect time. Lewis ""It's our new 'Special Orders' board. Robin and I built it from scratch. Robin ""Um... Lewis? All you did was hold the nails. Lewis "" ... Ignore her. Lewis ""Now, let me explain... Lewis ""You see... with Farm back in business, the local economy has really been picking up. As a result, some of the local townsfolk have been asking me for a way to source local ingredients for their businesses or personal projects. Lewis ""So, Robin and I came up with the idea of a new 'Special Orders' board, where people can post bigger jobs than would make sense for the old billboard outside Pierre's. Robin ""Yeah... for example, I plan on requesting some hardwood for a bed I want to make. I won't put you on the spot, but if you want to help me out you can just accept the job from this board. Who knows, maybe if the bed turns out well I'll start selling them in my shop! #I look forward to helping!#Heh... I dunno... we'll see...(break) Lewis ""I thought so! I wouldn't expect anything less from you, @. Robin ""So, can we say that you're... --On Board--? Lewis "" Lewis ""Well, I'm sure you're busy, so we won't keep you away from your work any longer. As always, I appreciate your willingness to contribute! Take care, @.""(break) Lewis ""Huh... I wouldn't expect such a tepid response from you, @. I'm disappointed. Robin ""It's fine, Lewis... there's no pressure to help out. Maybe I can get Sebastian to help. He could use some work away from the computer. Lewis ""Hmmph... Well, we're done here, Robin. ...Wouldn't want to waste any more of @'s precious 'me' time. Lewis 1(break)/ "
Trailer,35/f Penny 1000/p Penny," Penny ""Ughh... It's so dirty in here. Penny ""@! Um... Sorry that it's such a mess. I was about to clean up. Penny ""You'll help me? You really mean it? Penny ""Okay, you can get started over there. I'll clean the kitchen. Pam ""Whaddya think you're doing?! Pam ""Stop it! I had everything just the way I like it! Penny ""Mom, the house is a total mess. @ and I were just trying to tidy things up a bit. ... Were you at the saloon just now? You smell like beer... Pam ""It's none of your damn business where I go! Penny ""It IS my business! I don't want you destroying yourself! Don't you realize your choices have an effect on me? Stop being so selfish! Pam ""Selfish? I put a roof over your head and clothes on your back and you call me selfish!? You ungrateful little... Pam ""You'd better go. I'm sorry you had to see this, kid. Pam ""He's a nice young man...^She's a nice young lady... Pam ""But I don't want you tellin' others to clean up my house! It's embarrassing! You understand? Penny ""...Yes, mother. warpOut"
Trailer,36/f Penny 1500/p Penny," Penny ""@, you came at a good time! I'm just about finished cooking a new recipe I invented! Penny ""Let me just finish up real quick. Penny ""Here, give that a little taste. Penny "" 72 null#...well?# 72 50 event_cook1#(Lie) Mmm! That was delicious!# 73 -50 event_cook2#Uh... can I get the rest to go?# 73 0 event_cook3#Well it's definitely unique... how did you get it so rubbery? Penny "" 72#Hey, since you're the first person to try it, I'm going to name this one 'Chili de @'. |Well, I guess this recipe was a failure... Penny ""Um... so how about we watch a movie or something? dialogue Penny ""Thanks for being my taste-tester. """
Trailer,963313/n pamPotatoJuice," Pam ""Heheh... I see the delivery came in. Pam ""Let's have a little taste. Pam ""Ptooey! Pam ""I said potato, not fermented baboon kidney! dialogue Pam ""The juice? Yeah, I tried it, kid. How'd it taste? ...Some things are better left unsaid. Let's just leave it at that. """
Trailer_Big,503180/f Pam 2250/A pamHouseUpgrade/A pamHouseUpgradeAnonymous/Hn pamHouseUpgrade," Pam ""Hey, kid... Pam ""You caught me prayin'... Pam ""This here's my new 'Sign Of The Vessel' statue. ...Ordered it from Joja.com with free 2-day shipping. Don't tell Pierre. Pam ""...I've been settling in to the new house. It's really a great place. Feels like home already. I really do appreciate this new comfort. Pam ""Oh, Sorry... Pam "" ... It's just... ...I should be so happy... Pam ""...But I haven't been able to cut back on the beer... I haven't changed at all... Pam ""For a long time, now... I've felt like there's something missing from my life, @... I always thought it was about money... Just bein' poor... ya know? So I figured gettin' this house would solve everything. But ...it didn't. So that's... That's why I ordered this statue. fork0 ""Say something to Pam:#I'm glad you're feeling hopeful#Sorry Pam, but Yoba isn't real... Pam ""That ain't funny! ...I pour my heart out to you and that's how you respond? What in the void is wrong with you? Pam ""I don't care what you say... I have faith in Yoba! Plenty of us do! Now get out. "
Trailer_Big,positive," Pam ""Hah! Well, look at me! I'm gettin' real sappy in my old age, aren't I? ...hehehe. Pam ""Thanks for lendin' an ear, "
WizardHouse,112/n seenJunimoNote," Wizard ""Ah... Come in. Wizard ""I am Rasmodius... Seeker of the arcane truths. Mediary between physical and ethereal. Master of the seven elementals. Keeper of the sacred cha-... you get the point. Wizard ""And you... @. The one whose arrival I have long foreseen. Wizard ""Here, I'd like to show you something. Wizard ""Behold! . Wizard ""You've seen one before, haven't you? Wizard ""They call themselves the 'Junimos'... Mysterious spirits, these ones... For some reason, they refuse to speak with me. . Wizard ""I'm not sure why they've moved into the community center, but you have no reason to fear them. Wizard ""Hmmm? You found a golden scroll written in an unknown language? Most interesting... Wizard ""Stay here. I'm going to see for myself. I'll return shortly. Wizard ""I found the note... Wizard ""The language is obscure, but I was able to decipher it: ""We, the Junimo, are happy to aid you. In return, we ask for gifts of the valley. If you are one with the forest then you will see the true nature of this scroll. Wizard ""Hmm... 'One with the forest'... What do they mean? Wizard ""... ... ... Wizard ""Ah-hah! Wizard ""Come here! Wizard ""My cauldron is bubbling with ingredients from the forest. Baby fern, moss grub, caramel-top toadstool... Can you smell it? Wizard ""Here. Drink up. Let the essence of the forest permeate your body. . ""You've gained the power of forest magic! Now you can decipher the true meaning of the junimo scrolls. warpOut"
WizardHouse,418172/n hasPickedUpMagicInk," Wizard ""You've found my ink! Excellent. Wizard ""Er... Wizard ""Did you... happen to see my ex-wife? No? Well, what about her house...? Do you think she lives alone? Or... Wizard ""...Actually, don't tell me... I don't want to know. Wizard ""Anyway... you must be wondering about your reward. Here... Wizard ""It's a book of summoning. The arcane potential is immense... but I'll make it simple for you. By using this book, you can summon magic buildings directly to your farm. I think you'll find it useful. Wizard ""Oh, I almost forgot to say... ahem... Thank you. "
Woods,2123343/e 2111294/t 2200 2540/w sunny/F/D Emily," Emily ""Well, this is fun, isn't it? Emily ""Kind of spooky, actually... Emily ""Heh... it's chilly out here... Emily ""A bear! I hope he's not hungry... Emily ""Oh... the other sleeping bag is still outside... No way am I going back out there! Emily ""Um.. @? You don't mind sharing a sleeping bag with me, do you? newDay"
Woods,2120303/S 23/i 724/t 600 1900," Bear ""That smell... come closer... Bear ""Heh... It's not every day I get to speak to a human. Looks like you've got a little 'forest magic' in you... Bear ""Now... about my note... Did you bring the good stuff? Bear ""HOoOoOoooh... that smell... this is really sweet stuff! ...it's my favorite sauce... it makes me very happy. Bear ""...You've made a friend today, @. Bear ""I've got something special I want to show you... The bear left you with his special knowledge... ""Salmonberries and Blackberries are now worth 3x the gold! "
